black1,red1,strike1,black2,red2,strike2,title,description,location,start_date,end_date,start_time,end_time,tags
,,,,,,Clark House Museum Free,"Free hour long tours on Wednesdays. 12pm - 1pm & 2pm - 3pm. The Clarke House Museum is Chicago's oldest home. Tours of this 1836 Greek Revival-style house reveal what life was like for a middle class family in Chicago, when the city was in its formative years before the Civil War.
Map: https://goo.gl/maps/DERz9
About: http://www.cityofchicago.org/city/en/depts/dca/supp_info/clarke_house_museumtours.html
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","Clarke House Museum, 1827 South Indiana Avenue, Chicago, IL 60616, United States",9/2/15,9/2/15,12:00:00 PM,3:00:00 PM,none
,,,,,,Glessner House Museum Free,"Glessner House Museum offers guided tours of Glessner House (1886), a National Historic Landmark, and Clarke House (1836), the City's oldest surviving building, located in the adjacent Chicago Women's Park and Gardens. Tours are led by trained docents and last approximately one hour in each house.  Tours are timed so that the two houses may be toured back-to-back.  Advance reservations are not accepted.
Map: https://goo.gl/maps/7g3uG
About: http://www.glessnerhouse.org/Tours.htm
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","Glessner House Museum, 1800 South Prairie Avenue, Chicago, IL 60616, United States",9/2/15,9/2/15,3:00:00 PM,4:00:00 PM,none
,,,,,,Movies in the Park - Sparkle (1976) (PG),"A girl group experiences turmoil after one of their members turns to drugs and another achieves their desired fame all by herself.
Where: South Shore Cultural Center
Map: https://maps.google.com/maps?q=7059+S+South+Shore+Dr+Chicago,+IL+60649
About: http://www.imdb.com/title/tt0075249
Event Info: http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-South-Shore11/
Park info: http://www.chicagoparkdistrict.com/parks/South-Shore-Cultural-Center/
Neighborhood: South Shore
Closed Captions: Yes
Runtime: 98 minutes
Call (773) 256-0149for weather related cancellation information or email Andrea Adams at andrea.adams@chicagopark.com.
NOTE: This is an ESTIMATED time and does not reflect the actual starting time. Movie times may vary and are controlled by the Chicago Parks Department. This calendar is not affiliated with any section of the City of Chicago.","7059 S South Shore Dr Chicago, IL 60649",9/2/15,9/2/15,7:38:00 PM,9:16:00 PM,none
,,,,,,Movies in the Park - FernGully: The Last Rainforest (G),"The magical inhabitants of a rain-forest fight to save their home, which is threatened by logging and a polluting force of destruction called Hexxus.
Where: Garfield Park Conservatory
Map: https://maps.google.com/maps?q=300+N+Central+Park+Ave+Chicago,+IL+60624
About: http://www.imdb.com/title/tt0104254
Event Info: http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Garfield-Conserv1/
Park info: http://www.chicagoparkdistrict.com/parks/garfield-park-conservatory/
Neighborhood: East Garfield Park
Closed Captions: Yes
Runtime: 76 minutes
Call (773) 638-1766for weather related cancellation information or email Mary Eysenbach at mary.eysenbach@chicagoparkdistrict.com.
NOTE: This is an ESTIMATED time and does not reflect the actual starting time. Movie times may vary and are controlled by the Chicago Parks Department. This calendar is not affiliated with any section of the City of Chicago.","300 N Central Park Ave Chicago, IL 60624",9/2/15,9/2/15,7:38:00 PM,8:54:00 PM,none
,,,,,,Navy Pier Fireworks,"Navy Pier is the destination for fireworks on Lake Michigan all year long. Join us for spectacular fireworks perfectly synchronized to music, no matter the time of year. The summer schedule begins Memorial Day weekend with fireworks every Wednesday at 9:30 p.m. and Saturday at 10:15 p.m. through Labor Day weekend. Whether viewing from the dock or on board an evening cruise, fireworks is the perfect way to end your day at Navy Pier.
Map: http://goo.gl/maps/Ky7Hg
About: http://www.navypier.com/things2do/fireworks.html
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","Navy Pier, East Grand Avenue, Chicago, IL, United States",9/2/15,9/2/15,9:30:00 PM,10:00:00 PM,none
,,,,,,Farmers Market - Multiple Locations,"Chicago's Farmers Markets bring more than 70 vendors selling fresh fruits, vegetables, plants and flowers to neighborhoods throughout the City of Chicago.
Locations -
Daley Plaza 7am - 3pm
Map: https://goo.gl/maps/vHST2
Downtown 7am - 3pm
Map: https://goo.gl/maps/uQ14Q
South Loop 4pm - 8pm
Map: https://goo.gl/maps/VsC1O
Hyde Park 7am - 1pm
Map: https://goo.gl/maps/6dJ9d
Lincoln Square 4pm - 8pm
Map: https://goo.gl/maps/zJZ2K
Southport 3pm - 8pm
Map: https://goo.gl/maps/s4OT3
Uptown 7am - 1pm
Map: https://goo.gl/maps/3cgDi
Austin 2pm - 7pm
Map: https://goo.gl/maps/GzqJO
Argyle 5pm - 9pm
Map: https://goo.gl/maps/SWv8w
About: http://www.cityofchicago.org/city/en/depts/dca/supp_info/farmersmarkets0.html
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","50 W Washington St, Chicago, IL 60602, USA",9/3/15,9/3/15,7:00:00 AM,8:00:00 PM,none
,,,,,,Nature Museum Free,"Note: Admission free every Thursday for Illinois residents ONLY.
Experience a gateway to the natural world. Get your hands wet as you learn about Chicago's waterways and the organisms that reside within them. Touch live animals found in Illinois wetlands. Let your imagination run wild as you walk among Wilderness Walk and our restored native prairie. Escape to a Haven fluttering with exotic butterflies and stunning bird species. The possibilities for fun and learning are endless at the Peggy Notebaert Nature Museum.
Map: https://goo.gl/maps/gWfJJ
About: http://www.naturemuseum.org/index.php?id=168
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago, IL 60614, United States",9/3/15,9/3/15,9:00:00 AM,5:00:00 PM,none
,1,,,,,Chicago Jazz Festival,"Known for its artistic creativity, the Chicago Jazz Festival is a favorite Labor Day Weekend tradition. It promotes awareness and appreciation for all forms of jazz through free, quality live musical performance. Since 1979, the festival's mission is to showcase Chicago's vast jazz talent alongside national and international artists to encourage and educate a jazz audience of all ages.
Map: https://goo.gl/maps/QkPAb
About: http://jazzinchicago.org/jazzfest/
Calendar: https://www.facebook.com/ChicagoCalendar
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","Jay Pritzker Pavilion at Millennium Park, 201 East Randolph Street, Chicago, IL 60601, United States",9/3/15,9/3/15,12:15:00 PM,10:00:00 PM,none
,,,,,,Children's Museum Free,"Chicago Children’s Museum is a place where families and caregivers with infants and children are encouraged to create, explore, and discover together through play. The museum features three vibrant floors of exhibits and activities that provide sensory experiences and engaging educational content focusing on literacy, science, math, visual and performing arts, and health.
Map: https://goo.gl/maps/6v93u
About: http://www.chicagochildrensmuseum.org/index.php/plan/free-discounted-visits
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com
","Chicago Children's Museum, 700 East Grand Avenue, Chicago, IL 60611, United States",9/3/15,9/3/15,5:00:00 PM,8:00:00 PM,none
,,,,,,Art Museum Free,"FREE THURSDAYS ARE BACK! Beginning February 14, 2013, admission to the Art Institute of Chicago is free to Illinois residents every Thursday from 5:00 to 8:00 p.m. Admission to the Art Institute of Chicago is free to Illinois residents every weekday from January 7 through February 13, 2013. (Combining events for easy entry, note that after Feb 14th free entry begins at 5pm)
Map: http://goo.gl/maps/1FBhJ
About: http://www.artic.edu/aic/visitor_info/geninfo.html#hours
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com",The Art Institute of Chicago,9/3/15,9/4/15,5:00:00 PM,2:30:00 AM,none
,,,,,,Movies in the Park - The Final Cut (PG-13),"Set in a world with memory implants, Robin Williams plays a cutter, someone with the power of final edit over people's recorded histories. His latest assignment is one that puts him in danger.
Where: Wicker Park
Map: https://maps.google.com/maps?q=1425+N+Damen+Avenue+Chicago,+IL+60622
About: http://www.imdb.com/title/tt0364343
Event Info: http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Wicker12/
Park info: http://www.chicagoparkdistrict.com/parks/Wicker-Park/
Neighborhood: West Town
Closed Captions: Yes
Runtime: 95 minutes
Call (312) 742-7553for weather related cancellation information or email Clare Rodriguez at claribel.rodriguez@chicagoparkdistrict.com.
NOTE: This is an ESTIMATED time and does not reflect the actual starting time. Movie times may vary and are controlled by the Chicago Parks Department. This calendar is not affiliated with any section of the City of Chicago.","1425 N Damen Avenue Chicago, IL 60622",9/3/15,9/3/15,7:37:00 PM,9:12:00 PM,none
,,,,,,African Festival of the Arts,"Each year, the AFA grounds in Chicago’s Washington Park come alive as a simulated African village, replete with special interests pavilions featuring African drumming, colorful and rich fabrics, hand-crafted fine arts, interactive demonstrations, health and wellness workshops, spectacular jewelry, and mesmerizing entertainment.
Map: http://goo.gl/maps/NzLhn
About: http://www.africanfestivalchicago.com/
Calendar: http://www.thrillhouse.com","6200 S. Drexel Ave, Chicago IL 60637",9/4/15,9/4/15,10:30:00 AM,10:00:00 PM,none
,,,,,,Chicago Jazz Festival,"Known for its artistic creativity, the Chicago Jazz Festival is a favorite Labor Day Weekend tradition. It promotes awareness and appreciation for all forms of jazz through free, quality live musical performance. Since 1979, the festival's mission is to showcase Chicago's vast jazz talent alongside national and international artists to encourage and educate a jazz audience of all ages.
Map: https://goo.gl/maps/QkPAb
About: http://jazzinchicago.org/jazzfest/
Calendar: https://www.facebook.com/ChicagoCalendar
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","Jay Pritzker Pavilion at Millennium Park, 201 East Randolph Street, Chicago, IL 60601, United States",9/4/15,9/4/15,12:00:00 PM,10:00:00 PM,none
,,,,,,Taste of Polonia,"Since 1979, the Copernicus Foundation annually fulfills its mission for education and entertainment in another way, by sponsoring the annual “TASTE OF POLONIA Festival.”  During the festival there is a wide variety of live entertainment, food vendors serving the best of Polish cuisine, local bands playing a variety of genre, performances by ethnic dancers and musical groups, original arts and crafts, handiwork, imported items, as well as exhibits familiarizing festival goers with many aspects of Polish customs, culture, traditions and language. It has grown to be the largest Polish Festival in the country; visited by over 35,000.  The bands and music have become as much a draw as the great food and Polish beer.
Map: http://goo.gl/maps/QcRLC
About: http://www.topchicago.org/
Calendar: https://www.facebook.com/ChicagoCalendar
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","N Milwaukee Ave & W Ainslie St Chicago, IL 60630 ‎ ",9/4/15,9/4/15,5:00:00 PM,11:00:00 PM,none
,,,,,,Summerdance -,"Individual themes TBA
Lessons: 6-7 p.m.
Live music: 7:30-9:30 p.m. 
Map: http://goo.gl/maps/15QE
About: http://www.chicagosummerdance.com
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","601 S Michigan Ave, Chicago, IL 60605, USA",9/4/15,9/4/15,6:00:00 PM,9:30:00 PM,none
,,,,,,Farmers Market - Multiple Locations,"Chicago's Farmers Markets bring more than 70 vendors selling fresh fruits, vegetables, plants and flowers to neighborhoods throughout the City of Chicago.
Locations -
Division Street 7am - 1pm
Map: https://goo.gl/maps/FqAb9
Humboldt Park 10am - 3pm
Map: https://goo.gl/maps/BIl1h
Englewood 8am - 1pm
Map: https://goo.gl/maps/x4AqF
Green City Lincoln Park 7am - 1pm
Map: https://goo.gl/maps/nCXIY
Green City Fulton Market 7am - 1pm
Map: https://goo.gl/maps/gzL5n
Horner Park 9am - 1pm
Map: https://goo.gl/maps/Euemb
Lincoln Park 7am - 1pm
Map: https://goo.gl/maps/KfKcI
North Center 7am - 1pm
Map: https://goo.gl/maps/OklNz
Plant Chicago 11am - 3:30pm
Map: https://goo.gl/maps/Sr5vd
Printers Row 7am - 1pm
Map: https://goo.gl/maps/jNSxX
61st Street 9am - 2pm
Map: https://goo.gl/maps/sMbUZ
West Humboldt Park 10am - 2pm
Map: https://goo.gl/maps/0Pl5u
South Shore 11am - 4pm
Map: https://goo.gl/maps/uQ14Q
About: http://www.cityofchicago.org/city/en/depts/dca/supp_info/farmersmarkets0.html
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","1800 N Clark St, Chicago, IL 60614, USA",9/5/15,9/5/15,7:00:00 AM,4:00:00 PM,none
,,,,,,African Festival of the Arts,"Each year, the AFA grounds in Chicago’s Washington Park come alive as a simulated African village, replete with special interests pavilions featuring African drumming, colorful and rich fabrics, hand-crafted fine arts, interactive demonstrations, health and wellness workshops, spectacular jewelry, and mesmerizing entertainment.
Map: http://goo.gl/maps/NzLhn
About: http://www.africanfestivalchicago.com/
Calendar: http://www.thrillhouse.com","6200 S. Drexel Ave, Chicago IL 60637",9/5/15,9/5/15,10:30:00 AM,10:00:00 PM,none
,,,,,,Chicago Jazz Festival,"Known for its artistic creativity, the Chicago Jazz Festival is a favorite Labor Day Weekend tradition. It promotes awareness and appreciation for all forms of jazz through free, quality live musical performance. Since 1979, the festival's mission is to showcase Chicago's vast jazz talent alongside national and international artists to encourage and educate a jazz audience of all ages.
Map: https://goo.gl/maps/QkPAb
About: http://jazzinchicago.org/jazzfest/
Calendar: https://www.facebook.com/ChicagoCalendar
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","Jay Pritzker Pavilion at Millennium Park, 201 East Randolph Street, Chicago, IL 60601, United States",9/5/15,9/5/15,12:00:00 PM,10:00:00 PM,none
,,,,,,Taste of Polonia,"Since 1979, the Copernicus Foundation annually fulfills its mission for education and entertainment in another way, by sponsoring the annual “TASTE OF POLONIA Festival.”  During the festival there is a wide variety of live entertainment, food vendors serving the best of Polish cuisine, local bands playing a variety of genre, performances by ethnic dancers and musical groups, original arts and crafts, handiwork, imported items, as well as exhibits familiarizing festival goers with many aspects of Polish customs, culture, traditions and language. It has grown to be the largest Polish Festival in the country; visited by over 35,000.  The bands and music have become as much a draw as the great food and Polish beer.
Map: http://goo.gl/maps/QcRLC
About: http://www.topchicago.org/
Calendar: https://www.facebook.com/ChicagoCalendar
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","N Milwaukee Ave & W Ainslie St Chicago, IL 60630 ‎ ",9/5/15,9/5/15,12:00:00 PM,11:00:00 PM,none
,,,,,,Summerdance -,"Individual themes TBA
Lessons: 6-7 p.m.
Live music: 7:30-9:30 p.m. 
Map: http://goo.gl/maps/15QE
About: http://www.chicagosummerdance.com
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","601 S Michigan Ave, Chicago, IL 60605, USA",9/5/15,9/5/15,6:00:00 PM,9:30:00 PM,none
,,,,,,Navy Pier Fireworks,"Navy Pier is the destination for fireworks on Lake Michigan all year long. Join us for spectacular fireworks perfectly synchronized to music, no matter the time of year. The summer schedule begins Memorial Day weekend with fireworks every Wednesday at 9:30 p.m. and Saturday at 10:15 p.m. through Labor Day weekend. Whether viewing from the dock or on board an evening cruise, fireworks is the perfect way to end your day at Navy Pier.
Map: http://goo.gl/maps/Ky7Hg
About: http://www.navypier.com/things2do/fireworks.html
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","Navy Pier, East Grand Avenue, Chicago, IL, United States",9/5/15,9/5/15,10:15:00 PM,10:45:00 PM,none
,,,,,,Farmers Market - Multiple Locations,"Chicago's Farmers Markets bring more than 70 vendors selling fresh fruits, vegetables, plants and flowers to neighborhoods throughout the City of Chicago.
Locations -
Beverly 7am - 1pm
Map: https://goo.gl/maps/5gPNP
Glenwood 9am - 2pm
Map: https://goo.gl/maps/vuKBe
63rd Street 10am - 2pm
Map: https://goo.gl/maps/XliGs
Logan Square 10am - 3pm
Map: https://goo.gl/maps/Fr17o
Perry Avenue 10am - 2pm
Map: https://goo.gl/maps/ksM3x
Pilsen 9am - 2pm
Map: https://goo.gl/maps/EA6iK
Portage Park 10am - 2pm
Map: https://goo.gl/maps/ibNRQ
Wicker Park 8am - 2pm
Map: https://goo.gl/maps/Hi9Hm
About: http://www.cityofchicago.org/city/en/depts/dca/supp_info/farmersmarkets0.html
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","1425 N Damen Ave, Chicago, IL 60622, USA",9/6/15,9/6/15,7:00:00 AM,3:00:00 PM,none
,,,,,,Children's Museum Free,"Chicago Children’s Museum is a place where families and caregivers with infants and children are encouraged to create, explore, and discover together through play. The museum features three vibrant floors of exhibits and activities that provide sensory experiences and engaging educational content focusing on literacy, science, math, visual and performing arts, and health.
Map: https://goo.gl/maps/6v93u
About: http://www.chicagochildrensmuseum.org/index.php/plan/free-discounted-visits
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com
","Chicago Children's Museum, 700 East Grand Avenue, Chicago, IL 60611, United States",9/6/15,9/6/15,10:00:00 AM,5:00:00 PM,none
,,,,,,African Festival of the Arts,"Each year, the AFA grounds in Chicago’s Washington Park come alive as a simulated African village, replete with special interests pavilions featuring African drumming, colorful and rich fabrics, hand-crafted fine arts, interactive demonstrations, health and wellness workshops, spectacular jewelry, and mesmerizing entertainment.
Map: http://goo.gl/maps/NzLhn
About: http://www.africanfestivalchicago.com/
Calendar: http://www.thrillhouse.com","6200 S. Drexel Ave, Chicago IL 60637",9/6/15,9/6/15,10:30:00 AM,10:00:00 PM,none
,,,,,,Chicago Jazz Festival,"Known for its artistic creativity, the Chicago Jazz Festival is a favorite Labor Day Weekend tradition. It promotes awareness and appreciation for all forms of jazz through free, quality live musical performance. Since 1979, the festival's mission is to showcase Chicago's vast jazz talent alongside national and international artists to encourage and educate a jazz audience of all ages.
Map: https://goo.gl/maps/QkPAb
About: http://jazzinchicago.org/jazzfest/
Calendar: https://www.facebook.com/ChicagoCalendar
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","Jay Pritzker Pavilion at Millennium Park, 201 East Randolph Street, Chicago, IL 60601, United States",9/6/15,9/6/15,12:00:00 PM,10:00:00 PM,none
,,,,,,Taste of Polonia,"Since 1979, the Copernicus Foundation annually fulfills its mission for education and entertainment in another way, by sponsoring the annual “TASTE OF POLONIA Festival.”  During the festival there is a wide variety of live entertainment, food vendors serving the best of Polish cuisine, local bands playing a variety of genre, performances by ethnic dancers and musical groups, original arts and crafts, handiwork, imported items, as well as exhibits familiarizing festival goers with many aspects of Polish customs, culture, traditions and language. It has grown to be the largest Polish Festival in the country; visited by over 35,000.  The bands and music have become as much a draw as the great food and Polish beer.
Map: http://goo.gl/maps/QcRLC
About: http://www.topchicago.org/
Calendar: https://www.facebook.com/ChicagoCalendar
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","N Milwaukee Ave & W Ainslie St Chicago, IL 60630 ‎ ",9/6/15,9/6/15,12:00:00 PM,11:00:00 PM,none
,,,,,,DuSable Museum Free,"To promote understanding and inspire appreciation of the achievements, contributions, and experiences of African Americans through exhibits, programs, and activities that illustrate African and African American history, culture and art.
Map: https://goo.gl/maps/yQHDd
About: http://www.dusablemuseum.org/visit/admission-information
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com
","DuSable Museum of African American History, 740 East 56th Place, Chicago, IL 60637, United States",9/6/15,9/6/15,12:00:00 PM,5:00:00 PM,none
,,,,,,Summerdance -,"Individual themes TBA
Lessons: 4-5 p.m.
Live music: 5-7 p.m. 
Map: http://goo.gl/maps/15QE
About: http://www.chicagosummerdance.com
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","601 S Michigan Ave, Chicago, IL 60605, USA",9/6/15,9/6/15,4:00:00 PM,7:00:00 PM,none
,,,,,,African Festival of the Arts,"Each year, the AFA grounds in Chicago’s Washington Park come alive as a simulated African village, replete with special interests pavilions featuring African drumming, colorful and rich fabrics, hand-crafted fine arts, interactive demonstrations, health and wellness workshops, spectacular jewelry, and mesmerizing entertainment.
Map: http://goo.gl/maps/NzLhn
About: http://www.africanfestivalchicago.com/
Calendar: http://www.thrillhouse.com","6200 S. Drexel Ave, Chicago IL 60637",9/7/15,9/7/15,10:30:00 AM,10:00:00 PM,none
,,,,,,Taste of Polonia,"Since 1979, the Copernicus Foundation annually fulfills its mission for education and entertainment in another way, by sponsoring the annual “TASTE OF POLONIA Festival.”  During the festival there is a wide variety of live entertainment, food vendors serving the best of Polish cuisine, local bands playing a variety of genre, performances by ethnic dancers and musical groups, original arts and crafts, handiwork, imported items, as well as exhibits familiarizing festival goers with many aspects of Polish customs, culture, traditions and language. It has grown to be the largest Polish Festival in the country; visited by over 35,000.  The bands and music have become as much a draw as the great food and Polish beer.
Map: http://goo.gl/maps/QcRLC
About: http://www.topchicago.org/
Calendar: https://www.facebook.com/ChicagoCalendar
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","N Milwaukee Ave & W Ainslie St Chicago, IL 60630 ‎ ",9/7/15,9/7/15,12:00:00 PM,10:00:00 PM,none
,,,,,,Farmers Market - Loyola,"Chicago's Farmers Markets bring more than 70 vendors selling fresh fruits, vegetables, plants and flowers to neighborhoods throughout the City of Chicago.
Map: https://goo.gl/maps/NMru1
About: http://www.cityofchicago.org/city/en/depts/dca/supp_info/farmersmarkets0.html
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","1200 W Loyola Ave, Chicago, IL 60626, USA",9/7/15,9/7/15,3:00:00 PM,7:00:00 PM,none
,,,,,,Farmers Market - Multiple Locations,"Chicago's Farmers Markets bring more than 70 vendors selling fresh fruits, vegetables, plants and flowers to neighborhoods throughout the City of Chicago.
Locations -
Downtown - Federal Plaza 7am - 3pm
Map: https://goo.gl/maps/NMru1
Lincoln Square 7am - 1pm
Map: https://goo.gl/maps/v4Uvs
Columbus Park 2pm - 7pm
Map: https://goo.gl/maps/RP9sO
About: http://www.cityofchicago.org/city/en/depts/dca/supp_info/farmersmarkets0.html
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","W Adams St at S Dearborn St Chicago, IL",9/8/15,9/8/15,7:00:00 AM,3:00:00 PM,none
,,,,,,Shedd Aquarium Free,"Shedd combines the best of early 20th-century “age of aquariums” characteristics—a diverse, global animal collection surrounded by eye-popping architecture—with 21st-century advances in animal care, environments and interpretation. 
Map: https://goo.gl/maps/kTUqS
About: http://www.sheddaquarium.org/Views/Pages/Content.aspx?id=3196
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","Shedd Aquarium, 1200 South Lake Shore Drive, Chicago, IL 60605, United States",9/8/15,9/8/15,9:00:00 AM,5:00:00 PM,none
,,,,,,Museum of Science and Industry Free,"Chicago’s Museum of Science and Industry (MSI) is the largest science museum in the Western Hemisphere and home to more than 35,000 artifacts and 14-plus acres of hands-on exhibits designed to spark scientific inquiry and creativity.  The MSI's ongoing mission has been to inspire the inventive genius in visitors with world-class, permanent and temporary exhibits.
Map: https://goo.gl/maps/y7Z03
About: http://www.msichicago.org/visit-the-museum/museum-info/admission/free-days/
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","Museum of Science and Industry, Chicago, 5700 South Lake Shore Drive, Chicago, IL 60637, United States",9/8/15,9/8/15,9:30:00 AM,4:30:00 PM,none
,,,,,,Swedish American Museum Free,"The Swedish American Museum is a nonprofit museum and cultural center for the education, celebration and interpretation of Swedish American history and culture in Chicago, Illinois, USA.
Map: https://goo.gl/maps/3V0ty
About: http://www.swedishamericanmuseum.org/museuminfo/
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com
","5211 N Clark St, Chicago, IL 60640, USA",9/8/15,9/8/15,10:00:00 AM,4:00:00 PM,none
,,,,,,Museum of Contemporary Art Free,"Note: Free admission only to Illinois residents every Tuesday.
One of the nation’s largest facilities devoted to the art of our time, the Museum of Contemporary Art (MCA) offers exhibitions of the most thought-provoking art created since 1945. The MCA documents contemporary visual culture through painting, sculpture, photography, video and film, and performance. Located in the heart of downtown Chicago, the MCA boasts a gift store, bookstore, restaurant, 300-seat theater, and a terraced sculpture garden with a great view of Lake Michigan.
Map: https://goo.gl/maps/b05l4
About: http://www.mcachicago.org/info/about/overview
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","220 E Chicago Ave, Chicago, IL 60611, USA",9/8/15,9/8/15,10:00:00 AM,8:00:00 PM,none
,,,,,,Loyola University Museum of Art Free,"The Loyola University Museum of Art (LUMA) was founded in 2005 on the Water Tower Campus of Loyola University Chicago. LUMA is located on the Magnificent Mile in Lewis Towers, a historic 1926 Gothic Revival building. The museum, with 25,000 square feet contains eight main exhibition galleries, the William G. and Marilyn M. Simpson Lecture Hall, the Solomon Cordwell Buenz Library of Sacred Art and Architecture, the Museum Shop, the Push Pin Gallery, and the Harlan J. Berk Ltd. Works on Paper Gallery. LUMA welcomes new members and volunteers at all levels of participation. 
Map: https://goo.gl/maps/rbz9z
About: http://www.luc.edu/luma/about/index.shtml
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com
","Loyola University Museum of Art, 820 North Michigan Avenue, Chicago, IL 60611, United States",9/8/15,9/8/15,11:00:00 AM,8:00:00 PM,none
,,,,,,Farmers Market - Multiple Locations,"Chicago's Farmers Markets bring more than 70 vendors selling fresh fruits, vegetables, plants and flowers to neighborhoods throughout the City of Chicago.
Locations -
Green City Market 7am - 1pm
Map: https://goo.gl/maps/YUeDE
Treasure Island 3pm - 8pm
Map: https://goo.gl/maps/bo51L
Andersonville 3pm - 8pm
Map: https://goo.gl/maps/RdhB0
LaFollette Park 2pm - 7pm
Map: https://goo.gl/maps/9KL33
Ford City Mall 8am - 1pm
Map: https://goo.gl/maps/8R3IO
Lawndale Chicago Botanic Garden
https://goo.gl/maps/TYliR
Pullman 7am - 1pm
https://goo.gl/maps/wyVzr
Washington Park 9am - 1pm
https://goo.gl/maps/vk3jO
Seaway Bank 9am - 2pm
https://goo.gl/maps/yU7EN
Wood Street Farm Stand 11am - 4pm
Map: https://goo.gl/maps/I3db8
About: http://www.cityofchicago.org/city/en/depts/dca/supp_info/farmersmarkets0.html
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","1800 N Clark St, Chicago, IL 60614, USA",9/9/15,9/9/15,7:00:00 AM,8:00:00 PM,none
,,,,,,Museum of Science and Industry Free,"Chicago’s Museum of Science and Industry (MSI) is the largest science museum in the Western Hemisphere and home to more than 35,000 artifacts and 14-plus acres of hands-on exhibits designed to spark scientific inquiry and creativity.  The MSI's ongoing mission has been to inspire the inventive genius in visitors with world-class, permanent and temporary exhibits.
Map: https://goo.gl/maps/y7Z03
About: http://www.msichicago.org/visit-the-museum/museum-info/admission/free-days/
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","Museum of Science and Industry, Chicago, 5700 South Lake Shore Drive, Chicago, IL 60637, United States",9/9/15,9/9/15,9:30:00 AM,4:30:00 PM,none
