title,start_date_f,end_date_f,address,description,source,tags
Night Out: Theater on the Lake at Berger,2015-08-16T18:30:00,2015-08-16T20:30:00,"Berger Park Cultural Center, 6205 N. Sheridan Rd., Chicago IL         60660","Definition Theatre Company presents an adaptation of Henrik Ibsen's A Doll's House, directed by Writers Theatre Artistic Director Michael Halberstam. Nora and Torvald have all the trappings of a perfect suburban life: a beautiful home, two children, and enough money to finance their comfortable lifestyle. But when a terrible secret from Nora's past threatens to ruin all they've built, she is left with two options: deceive the man she loves, or face the truth and risk losing everything.]",parks,none
NIght Out: My Father's Son at Berger,2015-08-17T19:00:00,2015-08-17T20:30:00,"Berger Park Cultural Center, 6205 N. Sheridan Rd., Chicago IL         60660"," Three Cat Productions performs a staged reading of ""My Father's Son"" ]",parks,none
Night Out: Urban Gateways at Rosedale,2015-08-18T17:45:00,2015-08-18T18:45:00,"Rosedale Park, 6312 W. Rosedale Ave., Chicago IL         60646"," The Birthplace of Rhythm:  Urban Gateways Touring Performances bring captivating live shows by many of Chicago's finest dance, music and theater artists to park sites across the city. These performances expose young people and families to diverse cultural and artistic experiences and encourage them to engage in a personal exploration of the arts.]",parks,none
Night Out: Sound Tracks at Harold Washington,2015-08-18T18:00:00,2015-08-18T20:00:00,"Harold Washington Playlot Park, 5200 S. Hyde Park Blvd., Chicago IL         60615","Soundtracks brings all of the fun, excitement and entertainment of the movie to with a live performance by a band or other entertainers prior to the start of select Movie in the Parks showings. Not only are people getting a free movie, they are getting a free interactive performance too! With additional prizes and games, that will no doubt give families a reason to get up and get out early.]",parks,none
Night Out: Concerts in the Parks at Welles,2015-08-18T18:00:00,2015-08-18T20:00:00,"Harold Washington Playlot Park, 5200 S. Hyde Park Blvd., Chicago IL         60615"," Band: Pieptone! | Family-friendly music in German! Pieptone plays Schlager [German language pop hits] from the 50s and 60s. 
",parks,none
Night Out: Concerts in the Parks at Welles,2015-08-18T18:30:00,2015-08-18T20:00:00,"Welles Park, 2333 W. Sunnyside Ave., Chicago IL         60625"," Band: Pieptone! | Family-friendly music in German! Pieptone plays Schlager [German language pop hits] from the 50s and 60s. 
",parks,none
Night Out: Cronus Land Open Rehearsal at Revere,2015-08-18T19:00:00,2015-08-18T21:00:00,"Revere Park, 2509 W. Irving Park Rd., Chicago IL         60618","Khecari Open Rehearsal: ʺThe Cronus Land.ʺ You are invited to witness Khecari's rehearsal process and participate in a discussion as we construct ʺThe Cronus Land.ʺ Based on last year's sold-out ʺOubliette,ʺ this new dance work will present a journey around the periphery of a cavernous space before entering a micro-theater in which the dancers perform in a 5x8 pit.]",parks,none
Night Out: Community Dance at Rowan,2015-08-19T10:00:00,2015-08-19T11:00:00,"Rowan Park, 11546 S. Avenue L, Chicago IL         60617","The Design Dance community dance workshops are designed to engage children and adults in the unique experience of learning and sharing dance. At Rowan Park, ballet will be explored to reach a broad spectrum of Chicago community members.]",parks,none
Night Out: Art &amp; Arch. Bike Tours at Marquette,2015-08-19T17:00:00,2015-08-19T20:30:00,"Marquette Park, 6743 S. Kedzie Ave., Chicago IL         60629","Slow Roll Chicago's Art & Architecture Bike Tours is a series of 12 community bicycle rides touring neighborhood art and architecture. Throughout the series, all participants are invited to participate in a bike photography competition. A number of winning photos will be selected for public exhibition at the final ride.]",parks,none
Night Out: The FrankenToyMobile at McKinley,2015-08-19T18:00:00,2015-08-19T20:00:00,"McKinley Park, 2210 W. Pershing Rd., Chicago IL         60609","Create your own unique toy! The FrankenToyMobile is a pedal-powered, custom-designed vehicle that encourages creativity and curiosity by providing free, hands-on workshops where participants reuse donated toy parts as raw material for original creations.]",parks,none
Night Out: Epic Steel Orchestra at South Shore,2015-08-19T18:00:00,2015-08-19T20:00:00,"South Shore Cultural Center, ,   ","The West Point School of Music's energetic ensemble features the genre of music known as Calypso. The performers make this complex musical style pleasant and accessible. They also perform Latin, Jazz, Classical, and Contemporary music, demonstrating their great flexibility.]",parks,none
Night Out: Refreshing Raga Blues at Midway Pl,2015-08-19T18:00:00,2015-08-19T20:00:00,"Midway Plaisance Park, 1130 Midway Plaisance North, Chicago IL         60637","The raja blues band Surabhi fuses Indo, Afro, and flamenco musical elements. The rich classical ragas of South Indian Veena meld with African Kora grooves and funky flamenco beats. It makes for an enriching, enjoyable experience featuring ancient acoustic instruments including Veena, Kora, flamenco guitar, West Senegalese talking drum, and tabla.]",parks,none
Night Out: WHEELJAM at McKinley,2015-08-19T18:30:00,2015-08-19T19:00:00,"McKinley Park, 2210 W. Pershing Rd., Chicago IL         60609","CirquesExperience will take you for a spin! WHEELJAM focuses on gymnastic wheel work. You can choose from three levels: recreational, fitness, or if you are very determined, competitive. Cirques-style Gym Wheel and circus classes are available for kids, teens, and adults in several parks as well as different venues in Chicago.]",parks,none
Night Out: CWCMC Cabaret Series at Riis,2015-08-19T19:00:00,2015-08-19T21:00:00,"Riis Park, 6100 W. Fullerton Ave., Chicago IL         60639","Original cabaret series ""A Tribute to The Legends, The Story Continues"" presents vocalists, spoken word artists, dancers and instrumentalists in a ""living biography,"" a musical tribute to iconic artists.]",parks,none
Storytelling Guild Meetings at NPV,2015-08-19T19:30:00,2015-08-19T22:00:00,"North Park Village Nature Center, 5801 N. Pulaski Rd., Chicago IL         60646","Nature Center/North Shore Storytelling Guild meetings are open to all interested in the art of storytelling.   No experience necessary.  Come to tell or just to listen.  No registration required.   For more information, call Mark Kater at 847-673-5786]",parks,none
Night Out: West Indian Dance Workshops at Columbus,2015-08-20T15:00:00,2015-08-20T16:00:00,"Columbus Park, 500 S. Central Ave., Chicago IL         60644","Learn basic Afro-Caribbean dance with the West Indian Dance Theater Company.  Workshops are every Thursday, June 18 - September 3, 2015.]",parks,none
Night Out: Reading in the Park at Dunbar,2015-08-20T17:00:00,2015-08-20T19:00:00,"Dunbar Park, 300 E. 31st St., Chicago IL         60616",Enjoy a night of poetry and wordplay.],parks,none
Night Out: Movin' to the Music at Athletic Field,2015-08-20T17:00:00,2015-08-20T19:00:00,"Dunbar Park, 300 E. 31st St., Chicago IL         60616"," Come out and join us for some sing-along-songs. Let the little ones dance and hula hoop to the music. At last, save your energy for some bubble bursting fun!  
",parks,none
Night Out: Movin' to the Music at Athletic Field,2015-08-20T17:30:00,2015-08-20T18:30:00,"Athletic Field Park, 3546 W. Addison St., Chicago IL         60618"," Come out and join us for some sing-along-songs. Let the little ones dance and hula hoop to the music. At last, save your energy for some bubble bursting fun!  
",parks,none
Night Out: SummerDance at Austin TH,2015-08-20T18:00:00,2015-08-20T21:00:00,"Austin Town Hall Park, 5610 W. Lake St., Chicago IL         60644","In collaboration with the Department of Cultural Affairs and Special Events, Chicago SummerDance heads to the neighborhood parks. SummerDance in the Parks features a different genre of dance instruction followed by 2 hours of live music where patrons can show off their newly learned dance moves.    6-7pm: Latin Street Dance Academy (Salsa, Bachata)  7-9pm: DJ Dwight Burr (Salsa, Bachata & Tropical rhythms) ]",parks,none
Night Out: DJ in the Parks at Shabbona,2015-08-20T18:00:00,2015-08-20T20:30:00,"Shabbona Park, 6935 W. Addison St., Chicago IL         60634","As part of Night Out in the Parks, come out for music and dancing with DJ Monty!]",parks,none
Night Out: Concerts in the Parks at Adams,2015-08-20T18:00:00,2015-08-20T20:30:00,"Shabbona Park, 6935 W. Addison St., Chicago IL         60634"," Join us for a lively evening of music in the park!  
",parks,none
Night Out: Concerts in the Parks at Adams,2015-08-20T18:30:00,2015-08-20T20:00:00,"Adams Playground Park, 1919 N. Seminary Ave., Chicago IL         60614"," Join us for a lively evening of music in the park!  
",parks,none
Night Out: Crime Scene Chicago at Austin Town Hall,2015-08-20T19:00:00,2015-08-20T21:00:00,"Austin Town Hall Park, 5610 W. Lake St., Chicago IL         60644","CRIME SCENE CHICAGO: Breathe Life couples nonfiction source material (such as interviews, articles, and online comments) with true accounts of Chicago crimes to raise critical questions surrounding segregation, poverty, media, and pop culture in order to encourage thought, dialogue, and change.]",parks,none
Night Out: Too Much Light at Harrison,2015-08-20T19:00:00,2015-08-20T20:30:00,"Harrison Park, 1824 S. Wood St., Chicago IL         60608","Now in its 26th year, The Neo-Futurists' ""Too Much Light Makes the Baby Go Blind"" is the longest-running show in Chicago. Part late-night comedy fest, part political manifesto, and fully an honest portrayal of the writer-performers' lives, ""Too Much Light..."" is an ongoing attempt to perform an ever-changing menu of 30 plays in 60 minutes.]",parks,none
Night Out: Community Dance at Cornell Sq,2015-08-21T18:00:00,2015-08-21T19:00:00,"Cornell Square Park, 1809 W. 50th St., Chicago IL         60609","The Design Dance community dance workshops are designed to engage children and adults in the unique experience of learning and sharing dance. At Cornell Square Park, hip-hop will be explored to reach a broad spectrum of Chicago community members.]",parks,none
Night Out: Community Dance at Cornell Sq,2015-08-21T18:00:00,2015-08-21T19:00:00,"Cornell Square Park, 1809 W. 50th St., Chicago IL         60609","The Design Dance community dance workshops are designed to engage children and adults in the unique experience of learning and sharing dance. At Cornell Square Park, hip-hop will be explored to reach a broad spectrum of Chicago community members.]",parks,none
Night Out: Jazz Concert at Seward,2015-08-21T18:00:00,2015-08-21T21:00:00,"Seward Park, 375 W. Elm St., Chicago IL         60610", Jazz Concert Produced by Near North Unity Program and 27th Ward Alderman Walter Burnett ],parks,none
Night Out: CWCMC Cabaret Series at Sherman,2015-08-21T18:30:00,2015-08-21T20:30:00,"Sherman Park, 1301 W. 52nd St., Chicago IL         60609","Original cabaret series ""A Tribute to The Legends, The Story Continues"" presents vocalists, spoken word artists, dancers and instrumentalists in a ""living biography"", a musical tribute to iconic artists.]",parks,none
Night Out: Taylor Moore and Friends at Lowe,2015-08-21T18:30:00,2015-08-21T20:00:00,"Lowe Playground Park, 5203 S. Lowe Ave., Chicago IL         60609","Taylor Moore & Friends will perform a variety of music ranging from jazz standards to contemporary tunes, while incorporating audience participation and providing an oral history of the music.]",parks,none
 Trapeze Showcase at Broadway,2015-08-21T19:00:00,2015-08-21T20:00:00,"Broadway Armory Park, 5917 N. Broadway, Chicago IL         60660",Join us as the Fearless Flyers from Lincoln Park Cultural Center take to the flying trapeze. This showcase will feature teens who have worked with our partner Trapeze School New York at Broadway Armory this summer.],parks,none
Night Out: Crime Scene Chicago at Austin Town Hall,2015-08-21T19:00:00,2015-08-21T21:00:00,"Austin Town Hall Park, 5610 W. Lake St., Chicago IL         60644","CRIME SCENE CHICAGO: Breathe Life couples nonfiction source material (such as interviews, articles, and online comments) with true accounts of Chicago crimes to raise critical questions surrounding segregation, poverty, media, and pop culture in order to encourage thought, dialogue, and change.]",parks,none
Night Out: School of Rock at Oriole,2015-08-21T19:00:00,2015-08-21T20:30:00,"Oriole Park, 5430 N. Olcott Ave., Chicago IL         60656",School of Rock presents a live rock concert! School of Rock is a performance-based music school in Lakeview for kids 8-18 years. We believe that the best way to teach music is to play music. Our mission is to inspire kids on stage and in life.],parks,none
Night Out: Too Much Light at Harrison,2015-08-21T19:00:00,2015-08-21T20:30:00,"Harrison Park, 1824 S. Wood St., Chicago IL         60608","Now in its 26th year, The Neo-Futurists' ""Too Much Light Makes the Baby Go Blind"" is the longest-running show in Chicago. Part late-night comedy fest, part political manifesto, and fully an honest portrayal of the writer-performers' lives, ""Too Much Light..."" is an ongoing attempt to perform an ever-changing menu of 30 plays in 60 minutes.]",parks,none
Night Out: Drum Circle at Mozart,2015-08-21T19:00:00,2015-08-21T20:30:00,"Harrison Park, 1824 S. Wood St., Chicago IL         60608","Join us for our monthly, facilitated, in the moment, community drum circle. Bring a drum, shaker or anything you like the sound of. There are some extra percussion instruments on hand on a first come first serve basis. 
",parks,none
Night Out: Drum Circle at Mozart,2015-08-21T19:30:00,2015-08-21T21:30:00,"Mozart Park, 2036 N. Avers Ave., Chicago IL         60647","Join us for our monthly, facilitated, in the moment, community drum circle. Bring a drum, shaker or anything you like the sound of. There are some extra percussion instruments on hand on a first come first serve basis. 
",parks,none
Night Out: Concerts in the Parks at Berger,2015-08-21T19:30:00,2015-08-21T21:30:00,"Mozart Park, 2036 N. Avers Ave., Chicago IL         60647"," Join us for a Concert in the Park! Bring a chair or blanket, pack a picnic basket, and tell your friends. 
",parks,none
Night Out: Concerts in the Parks at Berger,2015-08-21T19:30:00,2015-08-21T21:30:00,"Berger Park Cultural Center, 6205 N. Sheridan Rd., Chicago IL         60660"," Join us for a Concert in the Park! Bring a chair or blanket, pack a picnic basket, and tell your friends. 
",parks,none
Night Out: Puppet Theatre at Wicker,2015-08-22T10:00:00,2015-08-22T12:00:00,"Wicker Park, 1425 N. Damen Avenue, Chicago IL         60622", The Magic Boat Puppet Crew performs for all ages. Produced by  www.WickerPark.org   ],parks,none
Night Out: Pearl Fest at Burnham,2015-08-22T14:00:00,2015-08-22T22:00:00,"Burnham Park, 5491 S. Shore Drive, Chicago IL         60615"," Move over Newport! The Little Black Pearl, ""Pearl Fest"" is a free World Class Jazz Festival. It is Chicago's fastest growing Jazz extravaganza. For more information, visit  www.blackpearl.org   Produced by Little Black Pearl. ]",parks,none
Night Out: Rhythmic Fusion at Sherman,2015-08-22T16:00:00,2015-08-22T18:00:00,"Sherman Park, 1301 W. 52nd St., Chicago IL         60609",Dance to the drums during class with DJ Nick Nonstop. Then experience an African Contemporary exhibition with Ayodele Drum & Dance and Red Clay Dance Company. We also have arts and crafts in the Kidz Korner for a total family-fun event.],parks,none
Night Out: Chicago Symphonic Winds at Chgo Women's,2015-08-22T16:00:00,2015-08-22T17:00:00,"Chicago Women's Park and Gardens, 1801 S. Indiana Ave., Chicago IL         60616","Chicago Symphonic Winds performs a concert of entertaining wind music that spans the history of the medium. Following the performance, CSW invites audience members to meet the musicians and learn more about the instruments with up close and hands-on opportunities.]",parks,none
Night Out: DJ in the Parks at Shedd,2015-08-22T16:00:00,2015-08-22T18:00:00,"Shedd Park, 3660 W. 23rd St., Chicago IL         60623","As part of Night Out in the Parks, come out for music and dancing with DJ Jeff!]",parks,none
Night Out: Concerts in the Parks at Dawes,2015-08-22T16:30:00,2015-08-22T18:00:00,"Dawes Park, 8052 S. Damen Ave., Chicago IL         60620",Join us for a free R&B/Jazz/ concert featuring Taylor Moore.],parks,none
Night Out: Midsommer Flight at Lincoln,2015-08-22T18:00:00,2015-08-22T19:30:00,"Lincoln Park Cultural Center, 2045 N. Lincoln Park West, Chicago IL         60614"," Bring a Blanket or chair and come see Midsommer Flight's version of Shakespeare's ""Macbeth""    Midsommer Flight is a Chicago theatre collective dedicated to producing outdoor performances of Shakespeare's plays.     The plays are beautiful and exciting, full of love, lust, sorrow, revenge, magic and joy. Come out for a picnic and enjoy a free performance in the fresh air of a Chicago summer.  ]",parks,none
Night Out: Intro Tour at Garfield Conservatory,2015-08-23T13:00:00,2015-08-23T14:00:00,"Garfield Park Conservatory, 300 N. Central Park Ave., Chicago IL         60624","Take a free guided tour of the Conservatory and learn more about our plants and history. Tours meet in the main lobby, register an hour before each tour.]",parks,none
Night Out: Midsommer Flight at Lincoln,2015-08-23T14:00:00,2015-08-23T15:30:00,"Lincoln Park Cultural Center, 2045 N. Lincoln Park West, Chicago IL         60614"," Bring a Blanket or chair and come see Midsommer Flight's version of Shakespeare's ""Macbeth""    Midsommer Flight is a Chicago theatre collective dedicated to producing outdoor performances of Shakespeare's plays.     The plays are beautiful and exciting, full of love, lust, sorrow, revenge, magic and joy. Come out for a picnic and enjoy a free performance in the fresh air of a Chicago summer.  ]",parks,none
Night Out: Yoga in the Parks at Lake Shore,2015-08-23T19:30:00,2015-08-23T20:00:00,"Lake Shore Park, 808 N. Lake Shore Dr., Chicago IL         60611",Join the Chicago Park District's Fitness Department for an exhilarating evening of Yoga in the Park. Presented by Athleta.],parks,none
Night Out: Urban Gateways at Sauganash,2015-08-24T17:45:00,2015-08-24T18:45:00,"Sauganash Park, 5861 N. Kostner Ave., Chicago IL         60646","Urban Gateways Touring Performances bring captivating live shows by many of Chicago's finest dance, music and theater artists to park sites across the city. These performances expose young people and families to diverse cultural and artistic experiences and encourage them to engage in a personal exploration of the arts.]",parks,none
Night Out: Sound Tracks at Kilbourn,2015-08-25T18:00:00,2015-08-25T20:00:00,"Kilbourn Park, 3501 N. Kilbourn Ave., Chicago IL         60641","Soundtracks brings all of the fun, excitement and entertainment of the movie to with a live performance by a band or other entertainers prior to the start of select Movie in the Parks showings. Not only are people getting a free movie, they are getting a free interactive performance too! With additional prizes and games, that will no doubt give families a reason to get up and get out early.]",parks,none
Night Out: Concerts in the Parks at Welles,2015-08-25T18:00:00,2015-08-25T20:00:00,"Kilbourn Park, 3501 N. Kilbourn Ave., Chicago IL         60641"," Band: Matt Brown & Friends | Bluegrass/Old-Time 
",parks,none
Night Out: Concerts in the Parks at Welles,2015-08-25T18:30:00,2015-08-25T20:00:00,"Welles Park, 2333 W. Sunnyside Ave., Chicago IL         60625"," Band: Matt Brown & Friends | Bluegrass/Old-Time 
",parks,none
Night Out: Urban Gateways at Lawler,2015-08-25T19:00:00,2015-08-25T20:00:00,"Lawler Park, 5210 W. 64th St., Chicago IL         60638","Urban Gateways Touring Performances bring captivating live shows by many of Chicago's finest dance, music and theater artists to park sites across the city. These performances expose young people and families to diverse cultural and artistic experiences and encourage them to engage in a personal exploration of the arts.]",parks,none
Night Out: Art &amp; Arch. Bike Tours at Piotrowski,2015-08-26T17:00:00,2015-08-26T20:30:00,"Piotrowski Park, 4247 W. 31st St., Chicago IL         60623","Slow Roll Chicago's Art & Architecture Bike Tours is a series of 12 community bicycle rides touring neighborhood art and architecture. Throughout the series, all participants are invited to participate in a bike photography competition. A number of winning photos will be selected for public exhibition at the final ride.]",parks,none
Night Out: Urban Gateways at Lake Shore,2015-08-26T17:30:00,2015-08-26T18:30:00,"Lake Shore Park, 808 N. Lake Shore Dr., Chicago IL         60611","Urban Gateways Touring Performances bring captivating live shows by many of Chicago's finest dance, music and theater artists to park sites across the city. These performances expose young people and families to diverse cultural and artistic experiences and encourage them to engage in a personal exploration of the arts.]",parks,none
Night Out: Sound Tracks at South Shore,2015-08-26T18:00:00,2015-08-26T20:00:00,"South Shore Cultural Center, ,   ","Soundtracks brings all of the fun, excitement and entertainment of the movie to with a live performance by a band or other entertainers prior to the start of select Movie in the Parks showings. Not only are people getting a free movie, they are getting a free interactive performance too! With additional prizes and games, that will no doubt give families a reason to get up and get out early.]",parks,none
Night Out: West Indian Dance Workshops at Columbus,2015-08-27T15:00:00,2015-08-27T16:00:00,"Columbus Park, 500 S. Central Ave., Chicago IL         60644","Learn basic Afro-Caribbean dance with the West Indian Dance Theater Company.  Workshops are every Thursday, June 18 - September 3, 2015.]",parks,none
Night Out: SummerDance at Washington Refectory,2015-08-27T18:00:00,2015-08-27T21:00:00,"Washington Park, 5531 S. Martin Luther King Dr., Chicago IL         60637","In collaboration with the Department of Cultural Affairs and Special Events, Chicago SummerDance heads to the neighborhood parks. SummerDance in the Parks features a different genre of dance instruction followed by 2 hours of live music where patrons can show off their newly learned dance moves.    6-7pm: Dawud & Lura Shareef (Chicago Steppin?)  7-9pm: DJ Mellow Khris (Chicago Steppin?) ]",parks,none
Night Out: Crime Scene Chicago at Loyola,2015-08-27T19:00:00,2015-08-27T21:00:00,"Loyola Park, 1230 W. Greenleaf Ave., Chicago IL         60626","CRIME SCENE CHICAGO: Breathe Life couples nonfiction source material (such as interviews, articles, and online comments) with true accounts of Chicago crimes to raise critical questions surrounding segregation, poverty, media, and pop culture in order to encourage thought, dialogue, and change.]",parks,none
Night Out: Joyce Renee Walker at Wentworth Gardens,2015-08-28T13:00:00,2015-08-28T15:00:00,"Wentworth Gardens Park, 3770 S. Wentworth Ave., Chicago IL         60609","Joyce Renee Walker supplies piano and vocals in various music genres including gospel, jazz, and rhythm & blues.]",parks,none
Night Out: Mic Night at Wicker,2015-08-28T18:00:00,2015-08-28T21:00:00,"Wicker Park, 1425 N. Damen Avenue, Chicago IL         60622"," Sing, play music, recite Poetry, or spoken word. Sign up at 5:45pm Produced by  www.WickerPark.org  ]",parks,none
Night Out: RE|Dance Group at NPV,2015-08-28T18:00:00,2015-08-28T20:00:00,"North Park Village Nature Center, 5801 N. Pulaski Rd., Chicago IL         60646"," RE|Dance Group will be presenting excerpts from their most popular evening-length works in site-specific areas throughout the park. Come join us for an exciting dance theatre experience as we take you on a journey to the many different landscapes and environments we create through movement!      This event has been rescheduled from Friday, 7/17/15.  ]",parks,none
Night Out: Crime Scene Chicago at Loyola,2015-08-28T19:00:00,2015-08-28T21:00:00,"Loyola Park, 1230 W. Greenleaf Ave., Chicago IL         60626","CRIME SCENE CHICAGO: Breathe Life couples nonfiction source material (such as interviews, articles, and online comments) with true accounts of Chicago crimes to raise critical questions surrounding segregation, poverty, media, and pop culture in order to encourage thought, dialogue, and change.]",parks,none
Night Out: Songpath at Hegewisch Marsh,2015-08-29T11:00:00,2015-08-29T12:00:00,", ,   ","Songpath is a compositionally guided listening hike that turn a stroll through the park into a musical composition where all the sounds in the space become the players in the piece.Situated in the center of a vast industrial complex, this hike will focus not only on the intrusion of industrial noise into a natural habitat, but also the poignant silences created by the absence of a residential area and the vast new wilderness created by the decline of manufacturing.  This natural space is, in a way, made possible by the large industrial area that once surrounded it making a space where other urban sounds of traffic, business, and people, is not directly present.The Songpath at Hegewisch Marsh will be a companion to the Cowboys and Vikings project performance at neighboring American Steelworkers Park (NOIP in late September).]",parks,none
Night Out: Songpath at Hegewisch Marsh,2015-08-29T14:00:00,2015-08-29T16:00:00,", ,   ","Songpath is a compositionally guided listening hike that turn a stroll through the park into a musical composition where all the sounds in the space become the players in the piece.Situated in the center of a vast industrial complex, this hike will focus not only on the intrusion of industrial noise into a natural habitat, but also the poignant silences created by the absence of a residential area and the vast new wilderness created by the decline of manufacturing.  This natural space is, in a way, made possible by the large industrial area that once surrounded it making a space where other urban sounds of traffic, business, and people, is not directly present.The Songpath at Hegewisch Marsh will be a companion to the Cowboys and Vikings project performance at neighboring American Steelworkers Park (NOIP in late September).]",parks,none
Night Out: So Fresh Saturdays at Hamilton,2015-08-29T15:00:00,2015-08-29T20:00:00,"Hamilton Park, 513 W. 72nd St., Chicago IL         60621","The Resident Association of Greater Englewood's So Fresh Saturdays is a community-driven ?edu-tainment? series designed to create a safe space in Englewood for youth and residents. We will showcase various artistic expressions and educational workshops that will focus on youth, entrepreneurship, hip-hop, media, social networks, community activism, and culturally relevant history using music, film, and art.]",parks,none
Night Out: Circus in the Parks at Grand Crossing,2015-08-29T15:00:00,2015-08-29T16:30:00,"Grand Crossing Park, 7655 S. Ingleside Ave., Chicago IL         60619","Midnight Circus presents a true ""Big Top"" tent extravaganza.  Celebrating community and rebuilding parks, one circus at a time.     Tickets available for purchase at the tent or in advance by visiting   http://midnightcircus.net/events/upcoming/   . ]",parks,none
Night Out: Rhythmic Fusion at Fuller,2015-08-29T16:00:00,2015-08-29T18:00:00,"Fuller Park, 331 W. 45th St, Chicago IL         60609",Dance to the drums during class with DJ Nick Nonstop. Then experience an African Contemporary exhibition with Ayodele Drum & Dance and Red Clay Dance Company. We also have arts and crafts in the Kidz Korner for a total family-fun event.],parks,none
Night Out: Chicago Philharmonic at Columbus Ref,2015-08-29T16:30:00,2015-08-29T20:00:00,"Columbus Park, 500 S. Central Ave., Chicago IL         60644","Join musicians from the famed Chicago Philharmonic for a unique outdoor concert experience -- as an audience member or performer! Music lovers of all ages are invited to bring their instruments and play alongside professionals, creating an orchestra for a fun symphonic concert. Or just come and enjoy great music in Chicago's backyard.]",parks,none
Night Out: Tales from Around the World at Unity,2015-08-29T17:00:00,2015-08-29T18:00:00,"Unity Playlot Park, 2636 N. Kimball Ave., Chicago IL         60647","Chicago Danztheatre's Tales from Around the World is a fun and interactive performance inspired by global folk tales, songs, and dances for all ages. Performances may include ""Monkey See, Monkey Do"" from India, ""Zomo the Rabbit"" from Africa, or ""Papalotizin Y Las Monarcas"" from the Aztecs. Come for the fun and you might end up on stage.]",parks,none
Night Out: Urban Gateways at Euclid,2015-08-29T19:00:00,2015-08-29T20:00:00,"Euclid Park, 9800 S. Parnell Ave., Chicago IL         60628","Urban Gateways Touring Performances bring captivating live shows by many of Chicago's finest dance, music and theater artists to park sites across the city. These performances expose young people and families to diverse cultural and artistic experiences and encourage them to engage in a personal exploration of the arts.]",parks,none
Night Out: Stargazing at Palmisano,2015-08-29T19:30:00,2015-08-29T20:30:00,"Palmisano Park, 2700 S. Halsted St., Chicago IL         60608","Bring the whole family and a blanket for a night of stargazing with the Chicago Astronomer: look deep into the night sky and learn about phases of the moon, neighboring planets, star clusters, nebulae, and more.]",parks,none
Night Out: Songpath at Hegewisch Marsh,2015-08-30T12:00:00,2015-08-30T14:00:00,", ,   ","Songpath is a compositionally guided listening hike that turn a stroll through the park into a musical composition where all the sounds in the space become the players in the piece.Situated in the center of a vast industrial complex, this hike will focus not only on the intrusion of industrial noise into a natural habitat, but also the poignant silences created by the absence of a residential area and the vast new wilderness created by the decline of manufacturing.  This natural space is, in a way, made possible by the large industrial area that once surrounded it making a space where other urban sounds of traffic, business, and people, is not directly present.The Songpath at Hegewisch Marsh will be a companion to the Cowboys and Vikings project performance at neighboring American Steelworkers Park (NOIP in late September).]",parks,none
Night Out: Midsommer Flight at Lincoln,2015-08-30T14:00:00,2015-08-30T15:30:00,"Lincoln Park Cultural Center, 2045 N. Lincoln Park West, Chicago IL         60614"," Bring a Blanket or chair and come see Midsommer Flight's version of Shakespeare's ""Macbeth""    Midsommer Flight is a Chicago theatre collective dedicated to producing outdoor performances of Shakespeare's plays.     The plays are beautiful and exciting, full of love, lust, sorrow, revenge, magic and joy. Come out for a picnic and enjoy a free performance in the fresh air of a Chicago summer.  ]",parks,none
Night Out: CWCMC Cabaret Series at Columbus Ref,2015-08-30T14:00:00,2015-08-30T15:30:00,"Lincoln Park Cultural Center, 2045 N. Lincoln Park West, Chicago IL         60614","The original cabaret series ""A Tribute to the Legends: The Story Continues…"" presents vocalists, spoken word artists, dancers, and instrumentalists in a “living biography”—a musical tribute to iconic artists.
",parks,none
Night Out: CWCMC Cabaret Series at Columbus Ref,2015-08-30T15:00:00,2015-08-30T16:30:00,"Columbus Park, 500 S. Central Ave., Chicago IL         60644","Original cabaret series ""A Tribute to The Legends, The Story Continues"" presents vocalists, spoken word artists, dancers and instrumentalists in a ""living biography"", a musical tribute to iconic artists.]",parks,none
Night Out: Circus in the Parks at Grand Crossing,2015-08-30T15:00:00,2015-08-30T16:30:00,"Grand Crossing Park, 7655 S. Ingleside Ave., Chicago IL         60619","Midnight Circus presents a true ""Big Top"" tent extravaganza.  Celebrating community and rebuilding parks, one circus at a time.     Tickets available for purchase at the tent or in advance by visiting   http://midnightcircus.net/events/upcoming/   . ]",parks,none
Night Out: West Indian Dance Workshops at Columbus,2015-09-03T15:00:00,2015-09-03T16:00:00,"Columbus Park, 500 S. Central Ave., Chicago IL         60644","Learn basic Afro-Caribbean dance with the West Indian Dance Theater Company.  Workshops are every Thursday, June 18 - September 3, 2015.]",parks,none
Night Out: SummerDance at Ping Tom,2015-09-03T18:00:00,2015-09-03T21:00:00,"Ping Tom Memorial Park, 1700 S. Wentworth Ave., Chicago IL         60616","In collaboration with the Department of Cultural Affairs and Special Events, Chicago SummerDance heads to the neighborhood parks. SummerDance in the Parks features a different genre of dance instruction followed by 2 hours of live music where patrons can show off their newly learned dance moves.    6-7pm: Dance Academy of Salsa (Salsa, Mambo, Cha-Cha-Cha)  7-9pm: El Caobo (Latin DJ - Salsa, Mambo and Bachata)     This concert takes place at 300 W. 19th Street beneath the pagoda structure. ]",parks,none
